SSN,SPEC,Year,Nsta,New,Recap,Cap,New_Res1,New_Res0,F_Pradel_Phi,Pradel_Phi,Pradel_Phi_se,Pradel_Phi_lcl,Pradel_Phi_ucl,F_Pradel_Phi_t,Pradel_Phi_t,Pradel_Phi_t_se,Pradel_Phi_t_lcl,Pradel_Phi_t_ucl,F_Pradel_Phi_Trend,Pradel_Phi_Trend,Pradel_Phi_Trend_se,Pradel_Phi_Trend_lcl,Pradel_Phi_Trend_ucl,Pradel_Phi_Trend_beta,Pradel_Phi_Trend_beta_se,Pradel_Phi_Trend_beta_lcl,Pradel_Phi_Trend_beta_ucl,F_Pradel_Phi_dot,Pradel_Phi_dot,Pradel_Phi_dot_se,Pradel_Phi_dot_lcl,Pradel_Phi_dot_ucl,F_Pradel_p,Pradel_p,Pradel_p_se,Pradel_p_lcl,Pradel_p_ucl,F_Pradel_p_t,Pradel_p_t,Pradel_p_t_se,Pradel_p_t_lcl,Pradel_p_t_ucl,F_Pradel_p_dot,Pradel_p_dot,Pradel_p_dot_se,Pradel_p_dot_lcl,Pradel_p_dot_ucl,F_Lambda,Lambda,Lambda_se,Lambda_lcl,Lambda_ucl,F_Lambda_t,Lambda_t,Lambda_t_se,Lambda_t_lcl,Lambda_t_ucl,F_Lambda_Trend,Lambda_Trend,Lambda_Trend_se,Lambda_Trend_lcl,Lambda_Trend_ucl,Lambda_Trend_beta,Lambda_Trend_beta_se,Lambda_Trend_beta_lcl,Lambda_Trend_beta_ucl,F_Lambda_dot,Lambda_dot,Lambda_dot_se,Lambda_dot_lcl,Lambda_dot_ucl
14640,BOCH,1993,5,11,3,14,1,10,,0.447398,0.115028,0.245435,0.668348,,0.117186,0.116875,0.014292,0.548578,,0.412853,0.138206,0.186992,0.682504,0.144058,0.213922,-0.27522,0.563345,,0.480799,0.072654,0.343599,0.620955,,0.318329,0.125936,0.130224,0.592921,,0.387623,0.262223,0.067703,0.846562,,0.307505,0.08203,0.172668,0.485807,V,1.711367,95901.94,0,99999.99,X,195.8846,1622841,0,99999.99,,1.009669,0.171669,0.723519,1.40899,0.004528,0.027644,-0.04965,0.058711,,1.038978,0.129774,0.813362,1.327175
14640,BOCH,1994,4,12,0,12,2,10,,0.463571,0.090238,0.29792,0.637671,,0.657976,0.292689,0.130689,0.960963,,0.445679,0.102272,0.263172,0.64411,0.144058,0.213922,-0.27522,0.563345,,0.480799,0.072654,0.343599,0.620955,,0.310334,0.098842,0.153978,0.52663,,0.328446,0.169874,0.09755,0.688754,,0.307505,0.08203,0.172668,0.485807,,1.03184,0.138066,0.793805,1.341253,,1.056674,0.331407,0.571441,1.953938,,1.012785,0.152433,0.754053,1.360296,0.004528,0.027644,-0.04965,0.058711,,1.038978,0.129774,0.813362,1.327175
14640,BOCH,1995,6,17,3,20,8,9,,0.4808,0.075978,0.337739,0.62708,,0.40721,0.165805,0.15164,0.725272,,0.480817,0.07924,0.332049,0.633065,0.144058,0.213922,-0.27522,0.563345,,0.480799,0.072654,0.343599,0.620955,,0.325547,0.10878,0.154538,0.560367,,0.441046,0.170539,0.168991,0.753795,,0.307505,0.08203,0.172668,0.485807,,1.031446,0.134004,0.799571,1.330563,,0.677035,0.195453,0.384479,1.1922,,1.016175,0.136569,0.780851,1.322417,0.004528,0.027644,-0.04965,0.058711,,1.038978,0.129774,0.813362,1.327175
14640,BOCH,1996,7,9,3,12,2,7,,0.498478,0.081576,0.34397,0.653276,,0.677308,0.273915,0.15252,0.960752,,0.516762,0.086032,0.352474,0.677504,0.144058,0.213922,-0.27522,0.563345,,0.480799,0.072654,0.343599,0.620955,,0.304,0.086961,0.163298,0.494311,,0.281563,0.110972,0.117952,0.534575,,0.307505,0.08203,0.172668,0.485807,,1.032427,0.131085,0.804974,1.324148,,0.669281,0.221648,0.34971,1.280883,,1.019842,0.125413,0.801412,1.297805,0.004528,0.027644,-0.04965,0.058711,,1.038978,0.129774,0.813362,1.327175
14640,BOCH,1997,7,5,4,9,1,4,,0.515702,0.10292,0.321941,0.704853,,0.45393,0.218425,0.128764,0.8238,,0.551885,0.116272,0.328889,0.7558,0.144058,0.213922,-0.27522,0.563345,,0.480799,0.072654,0.343599,0.620955,,0.296994,0.088672,0.155242,0.49269,,0.229712,0.099433,0.090187,0.472897,,0.307505,0.08203,0.172668,0.485807,,1.036908,0.13658,0.800974,1.342337,,1.641831,0.583131,0.818464,3.293493,,1.023788,0.120407,0.813015,1.289202,0.004528,0.027644,-0.04965,0.058711,,1.038978,0.129774,0.813362,1.327175
14640,BOCH,1998,6,16,2,18,2,14,,0.531809,0.129737,0.290313,0.75927,,0.478886,0.196482,0.164148,0.811328,,0.584683,0.152666,0.291063,0.828392,0.144058,0.213922,-0.27522,0.563345,,0.480799,0.072654,0.343599,0.620955,,0.309496,0.087678,0.16706,0.500414,,0.322243,0.116773,0.142897,0.575535,,0.307505,0.08203,0.172668,0.485807,,1.035747,0.128844,0.811641,1.321731,,0.97644,0.285861,0.550103,1.733193,,1.028018,0.122517,0.813868,1.298516,0.004528,0.027644,-0.04965,0.058711,,1.038978,0.129774,0.813362,1.327175
14640,BOCH,1999,6,14,4,18,0,14,,0.546212,0.15596,0.259631,0.805125,,0.590319,0.208641,0.209881,0.886573,,0.613992,0.187155,0.25282,0.882037,0.144058,0.213922,-0.27522,0.563345,,0.480799,0.072654,0.343599,0.620955,,0.309874,0.08898,0.165725,0.503704,,0.325039,0.123532,0.137723,0.592164,,0.307505,0.08203,0.172668,0.485807,,1.037291,0.131456,0.809142,1.329768,,1.062829,0.316889,0.592471,1.906597,,1.032537,0.131681,0.80417,1.325754,0.004528,0.027644,-0.04965,0.058711,,1.038978,0.129774,0.813362,1.327175
14640,BOCH,2000,6,13,5,18,1,12,,0.558518,0.179231,0.23334,0.840216,,0.368338,0.160963,0.130638,0.693519,,0.639098,0.217221,0.218501,0.918138,0.144058,0.213922,-0.27522,0.563345,,0.480799,0.072654,0.343599,0.620955,,0.313038,0.093469,0.162755,0.516485,,0.348461,0.141906,0.135768,0.645489,,0.307505,0.08203,0.172668,0.485807,,1.039584,0.137522,0.802149,1.347297,,1.340775,0.381235,0.767929,2.34094,,1.03735,0.146917,0.785903,1.369246,0.004528,0.027644,-0.04965,0.058711,,1.038978,0.129774,0.813362,1.327175
14640,BOCH,2001,6,18,5,23,6,12,,0.568616,0.199065,0.211747,0.866091,X,0,0.000003,0,1,,0.65974,0.242627,0.189035,0.941616,0.144058,0.213922,-0.27522,0.563345,,0.480799,0.072654,0.343599,0.620955,,0.323039,0.111267,0.149681,0.564001,,0.422477,0.192681,0.134651,0.774731,,0.307505,0.08203,0.172668,0.485807,V,1.647348,10786.25,0,99999.99,X,174.9715,182523.6,0,99999.99,,1.042462,0.166948,0.761621,1.426859,0.004528,0.027644,-0.04965,0.058711,,1.038978,0.129774,0.813362,1.327175
14640,BOCH,2002,1,3,0,3,0,3,,0.576678,0.215576,0.194399,0.88493,,0.61125,0.487628,0.027396,0.988734,,0.676032,0.264055,0.164172,0.956838,0.144058,0.213922,-0.27522,0.563345,,0.480799,0.072654,0.343599,0.620955,,0.274348,0.11477,0.108842,0.539237,,0.062091,0.04826,0.012877,0.251472,,0.307505,0.08203,0.172668,0.485807,V,1.048425,966.6698,0,99999.99,X,3.043636,16357.87,0,99999.99,,1.04788,0.19068,0.733528,1.496945,0.004528,0.027644,-0.04965,0.058711,,1.038978,0.129774,0.813362,1.327175
14640,BOCH,2003,1,2,0,2,1,1,,0.582708,0.229422,0.180143,0.898728,,0.46034,0.447197,0.02443,0.966729,,0.688343,0.282409,0.14334,0.966836,0.144058,0.213922,-0.27522,0.563345,,0.480799,0.072654,0.343599,0.620955,,0.279338,0.11153,0.115716,0.534482,,0.099029,0.106779,0.010418,0.534351,,0.307505,0.08203,0.172668,0.485807,,1.052034,0.275588,0.629574,1.757973,X,3.626012,2.808698,0.794472,16.5493,,1.05361,0.21735,0.703203,1.578624,0.004528,0.027644,-0.04965,0.058711,,1.038978,0.129774,0.813362,1.327175
14640,BOCH,2004,2,7,1,8,0,7,,0.587002,0.241186,0.168212,0.909003,X,0,0.000037,0,1,,0.697184,0.298487,0.125955,0.973533,0.144058,0.213922,-0.27522,0.563345,,0.480799,0.072654,0.343599,0.620955,,0.312927,0.140055,0.112722,0.620175,,0.347636,0.317357,0.033175,0.892192,,0.307505,0.08203,0.172668,0.485807,V,1.911087,1151929,0,99999.99,X,249.1396,19492805,0,99999.99,,1.05966,0.246482,0.67169,1.671722,0.004528,0.027644,-0.04965,0.058711,,1.038978,0.129774,0.813362,1.327175
14640,BOCH,2005,1,2,0,2,0,2,,0.589911,0.251274,0.158127,0.916782,X,0,0.000109,0,1,,0.703107,0.312872,0.111498,0.978114,0.144058,0.213922,-0.27522,0.563345,,0.480799,0.072654,0.343599,0.620955,,0.276342,0.114833,0.110251,0.540615,,0.076854,0.092274,0.006463,0.515817,,0.307505,0.08203,0.172668,0.485807,,1.045957,0.245663,0.660068,1.657443,Y,0.907816,2.76874,0.0023,358.1937,,1.066037,0.277809,0.639654,1.776641,0.004528,0.027644,-0.04965,0.058711,,1.038978,0.129774,0.813362,1.327175
14640,BOCH,2006,1,2,0,2,0,2,X,0,0,0,0,X,0,0,0,0,X,0,0,0,0,0,0,0,0,X,0,0,0,0,,0.27535,0.116535,0.1079,0.544154,,0.069509,0.091932,0.004586,0.547768,,0.307505,0.08203,0.172668,0.485807,X,0,0,0,0,X,0,0,0,0,X,0,0,0,0,0,0,0,0,X,0,0,0,0
14680,OATI,1993,4,21,0,21,8,13,,0.492541,0.087441,0.328377,0.658329,,0.422853,0.201748,0.1266,0.78738,,0.440094,0.085337,0.285044,0.607785,0.062326,0.043795,-0.02351,0.148166,,0.544935,0.050117,0.446234,0.640226,,0.243271,0.042769,0.169357,0.336381,,0.212702,0.108653,0.070408,0.49075,,0.243274,0.042756,0.169379,0.336354,,0.971125,0.034824,0.905212,1.041836,,1.250072,0.33863,0.735106,2.125788,,0.975277,0.055916,0.871614,1.091267,-0.00093,0.008379,-0.01735,0.01549,,0.969514,0.020963,0.929283,1.011487
14680,OATI,1994,4,23,2,25,5,18,,0.500233,0.079037,0.350073,0.650351,,0.336735,0.160025,0.110837,0.674027,,0.455499,0.077322,0.31227,0.606488,0.062326,0.043795,-0.02351,0.148166,,0.544935,0.050117,0.446234,0.640226,,0.243277,0.042767,0.169366,0.336381,,0.268546,0.100088,0.119128,0.499171,,0.243274,0.042756,0.169379,0.336354,,0.970716,0.03148,0.910934,1.03442,,0.610971,0.147963,0.380079,0.982125,,0.974362,0.048402,0.883965,1.074002,-0.00093,0.008379,-0.01735,0.01549,,0.969514,0.020963,0.929283,1.011487
14680,OATI,1995,7,23,3,26,5,18,,0.507995,0.071106,0.371534,0.643273,,0.64757,0.228097,0.205781,0.928726,,0.470992,0.069712,0.339717,0.606405,0.062326,0.043795,-0.02351,0.148166,,0.544935,0.050117,0.446234,0.640226,,0.243267,0.042764,0.169361,0.336365,,0.174939,0.059239,0.086632,0.321568,,0.243274,0.042756,0.169379,0.336354,,0.970522,0.028181,0.916828,1.027361,,0.806569,0.19492,0.502262,1.295244,,0.973449,0.041169,0.89601,1.05758,-0.00093,0.008379,-0.01735,0.01549,,0.969514,0.020963,0.929283,1.011487
14680,OATI,1996,7,15,4,19,5,10,,0.515754,0.063891,0.392129,0.637479,,0.475103,0.180649,0.179537,0.789205,,0.486543,0.062805,0.366654,0.608,0.062326,0.043795,-0.02351,0.148166,,0.544935,0.050117,0.446234,0.640226,,0.243265,0.042768,0.169352,0.336372,,0.146996,0.048615,0.074586,0.26925,,0.243274,0.042756,0.169379,0.336354,,0.970396,0.026168,0.920438,1.023064,,1.258233,0.30483,0.782595,2.022947,,0.972538,0.034384,0.907427,1.04232,-0.00093,0.008379,-0.01735,0.01549,,0.969514,0.020963,0.929283,1.011487
14680,OATI,1997,8,25,4,29,5,20,,0.523548,0.057801,0.410981,0.63377,,0.636024,0.206735,0.232865,0.909578,,0.50212,0.056986,0.392146,0.61189,0.062326,0.043795,-0.02351,0.148166,,0.544935,0.050117,0.446234,0.640226,,0.24327,0.04276,0.16937,0.336359,,0.205891,0.058835,0.113531,0.344213,,0.243274,0.042756,0.169379,0.336354,,0.970079,0.023493,0.925107,1.017236,,0.969875,0.236158,0.601796,1.563081,,0.971629,0.028355,0.917611,1.028827,-0.00093,0.008379,-0.01735,0.01549,,0.969514,0.020963,0.929283,1.011487
14680,OATI,1998,10,18,6,24,1,17,,0.531311,0.053228,0.427135,0.632827,,0.346877,0.139872,0.13671,0.640443,,0.517695,0.052702,0.415106,0.618812,0.062326,0.043795,-0.02351,0.148166,,0.544935,0.050117,0.446234,0.640226,,0.243274,0.04276,0.169373,0.336362,,0.241739,0.069309,0.131898,0.400819,,0.243274,0.042756,0.169379,0.336354,,0.969853,0.022064,0.927556,1.014078,,1.031969,0.234213,0.661418,1.610114,,0.970723,0.023655,0.925448,1.018211,-0.00093,0.008379,-0.01735,0.01549,,0.969514,0.020963,0.929283,1.011487
14680,OATI,1999,15,36,3,39,9,27,,0.539088,0.050605,0.439665,0.635494,,0.525513,0.16625,0.230647,0.803599,,0.533235,0.050383,0.434472,0.629459,0.062326,0.043795,-0.02351,0.148166,,0.544935,0.050117,0.446234,0.640226,,0.243271,0.042758,0.169372,0.336356,,0.211497,0.051677,0.127494,0.329917,,0.243274,0.042756,0.169379,0.336354,,0.969621,0.021346,0.928671,1.012377,,1.068694,0.210994,0.725765,1.573659,,0.969818,0.021166,0.929206,1.012205,-0.00093,0.008379,-0.01735,0.01549,,0.969514,0.020963,0.929283,1.011487
14680,OATI,2000,13,39,4,43,12,27,,0.546828,0.050256,0.447782,0.6423,,0.64959,0.149619,0.338252,0.87052,,0.548711,0.050286,0.449533,0.644164,0.062326,0.043795,-0.02351,0.148166,,0.544935,0.050117,0.446234,0.640226,,0.243275,0.042758,0.169377,0.33636,,0.254634,0.058538,0.157286,0.384727,,0.243274,0.042756,0.169379,0.336354,,0.96936,0.02135,0.928402,1.012124,,0.990086,0.181451,0.691308,1.417992,,0.968916,0.02165,0.927396,1.012294,-0.00093,0.008379,-0.01735,0.01549,,0.969514,0.020963,0.929283,1.011487
14680,OATI,2001,15,34,12,46,6,28,,0.554506,0.052144,0.451444,0.653083,,0.519541,0.125999,0.286766,0.74413,,0.564093,0.052355,0.460201,0.662646,0.062326,0.043795,-0.02351,0.148166,,0.544935,0.050117,0.446234,0.640226,,0.243278,0.042761,0.169376,0.336367,,0.281327,0.063343,0.174803,0.419745,,0.243274,0.042756,0.169379,0.336354,,0.969126,0.022299,0.926389,1.013834,,1.013898,0.181611,0.71371,1.440344,,0.968016,0.024919,0.920384,1.018111,-0.00093,0.008379,-0.01735,0.01549,,0.969514,0.020963,0.929283,1.011487
14680,OATI,2002,12,34,8,42,4,30,,0.562132,0.05599,0.451148,0.667226,,0.538753,0.152852,0.259171,0.79591,,0.579352,0.056245,0.466987,0.684055,0.062326,0.043795,-0.02351,0.148166,,0.544935,0.050117,0.446234,0.640226,,0.243277,0.042759,0.169377,0.336363,,0.268301,0.06161,0.165429,0.404165,,0.243274,0.042756,0.169379,0.336354,,0.968846,0.023962,0.922999,1.01697,,0.857953,0.159382,0.596117,1.234795,,0.967117,0.030067,0.909945,1.027881,-0.00093,0.008379,-0.01735,0.01549,,0.969514,0.020963,0.929283,1.011487
14680,OATI,2003,12,32,8,40,7,25,,0.569678,0.061321,0.447754,0.683698,,0.500973,0.166452,0.213979,0.787327,,0.59446,0.061479,0.470682,0.707292,0.062326,0.043795,-0.02351,0.148166,,0.544935,0.050117,0.446234,0.640226,,0.243276,0.042759,0.169376,0.336362,,0.256614,0.063602,0.152242,0.398874,,0.243274,0.042756,0.169379,0.336354,,0.968664,0.026296,0.918471,1.0216,,1.081272,0.219834,0.725893,1.610634,,0.966221,0.036292,0.897643,1.040039,-0.00093,0.008379,-0.01735,0.01549,,0.969514,0.020963,0.929283,1.011487
14680,OATI,2004,11,27,7,34,5,22,,0.577161,0.067721,0.442071,0.701618,,0.86495,0.210001,0.158874,0.995416,,0.609389,0.067594,0.47207,0.731319,0.062326,0.043795,-0.02351,0.148166,,0.544935,0.050117,0.446234,0.640226,,0.243281,0.042768,0.169368,0.336387,,0.308649,0.084597,0.1703,0.492653,,0.243274,0.042756,0.169379,0.336354,,0.968338,0.029007,0.913119,1.026895,N,0.741247,0.156026,0.490668,1.119793,,0.965328,0.043123,0.884399,1.053661,-0.00093,0.008379,-0.01735,0.01549,,0.969514,0.020963,0.929283,1.011487
14680,OATI,2005,8,15,8,23,5,10,,0.584496,0.074687,0.434993,0.719912,,0.513689,0.177364,0.208034,0.809436,,0.624115,0.074215,0.471779,0.755304,0.062326,0.043795,-0.02351,0.148166,,0.544935,0.050117,0.446234,0.640226,,0.243276,0.042763,0.169371,0.336371,,0.25996,0.083741,0.130183,0.451896,,0.243274,0.042756,0.169379,0.336354,,0.968178,0.031924,0.907584,1.032817,,1.044705,0.241668,0.663871,1.644005,,0.964436,0.050307,0.870705,1.068256,-0.00093,0.008379,-0.01735,0.01549,,0.969514,0.020963,0.929283,1.011487
14680,OATI,2006,6,15,6,21,2,13,X,0,0,0,0,X,0,0,0,0,X,0,0,0,0,0,0,0,0,X,0,0,0,0,,0.243276,0.042765,0.169367,0.336376,,0.260832,0.095114,0.118304,0.48133,,0.243274,0.042756,0.169379,0.336354,X,0,0,0,0,X,0,0,0,0,X,0,0,0,0,0,0,0,0,X,0,0,0,0
14700,TUTI,1992,23,82,0,82,18,64,,0.409656,0.088958,0.252304,0.587971,,0.317609,0.077548,0.187539,0.484134,,0.483868,0.036103,0.413892,0.554482,-0.03514,0.022469,-0.07918,0.008894,,0.436272,0.017563,0.402206,0.470949,,0.433222,0.202385,0.131903,0.793606,,0.43625,0.203364,0.13272,0.796462,,0.288036,0.019723,0.250969,0.328179,,1.360071,0.752272,0.459983,4.021431,,1.728503,0.971474,0.574458,5.200935,,1.028326,0.067752,0.903747,1.170077,0.000819,0.009904,-0.01859,0.020231,,1.033797,0.020966,0.993509,1.075718
14700,TUTI,1993,38,114,10,124,14,100,,0.541897,0.132093,0.294224,0.770461,,0.690135,0.108213,0.452379,0.857241,,0.475097,0.031289,0.414446,0.536492,-0.03514,0.022469,-0.07918,0.008894,,0.436272,0.017563,0.402206,0.470949,,0.344183,0.057842,0.241042,0.46445,,0.345354,0.057795,0.242214,0.465436,,0.288036,0.019723,0.250969,0.328179,,0.89097,0.232963,0.533696,1.487414,,0.731853,0.256956,0.367754,1.456427,,1.029141,0.058334,0.920927,1.150069,0.000819,0.009904,-0.01859,0.020231,,1.033797,0.020966,0.993509,1.075718
14700,TUTI,1994,69,179,34,213,23,156,,0.447095,0.066068,0.323824,0.577233,,0.437416,0.102705,0.255463,0.637925,,0.466341,0.026798,0.414378,0.519044,-0.03514,0.022469,-0.07918,0.008894,,0.436272,0.017563,0.402206,0.470949,,0.358479,0.052646,0.262956,0.466729,,0.359948,0.052111,0.265236,0.466986,,0.288036,0.019723,0.250969,0.328179,,1.40071,0.55119,0.64772,3.029067,,1.814321,0.566519,0.983836,3.345844,,1.029961,0.049112,0.938062,1.130864,0.000819,0.009904,-0.01859,0.020231,,1.033797,0.020966,0.993509,1.075718
14700,TUTI,1995,89,238,31,269,37,201,,0.434074,0.04202,0.354226,0.517497,,0.409885,0.054791,0.308226,0.519875,,0.457605,0.022823,0.413328,0.502561,-0.03514,0.022469,-0.07918,0.008894,,0.436272,0.017563,0.402206,0.470949,,0.331465,0.037995,0.261607,0.409629,,0.332371,0.037755,0.262896,0.409993,,0.288036,0.019723,0.250969,0.328179,,0.948956,0.153284,0.69143,1.302396,,0.854512,0.179428,0.566215,1.289598,,1.030789,0.04025,0.954842,1.112776,0.000819,0.009904,-0.01859,0.020231,,1.033797,0.020966,0.993509,1.075718
14700,TUTI,1996,85,236,42,278,34,202,,0.465989,0.051216,0.368267,0.566391,,0.506074,0.063364,0.384012,0.627416,,0.448895,0.019676,0.410709,0.487692,-0.03514,0.022469,-0.07918,0.008894,,0.436272,0.017563,0.402206,0.470949,,0.317518,0.031926,0.258464,0.383094,,0.318132,0.031842,0.25921,0.383514,,0.288036,0.019723,0.250969,0.328179,,1.024441,0.126238,0.804626,1.304305,,1.014591,0.181631,0.714343,1.441036,,1.031622,0.032081,0.97062,1.096457,0.000819,0.009904,-0.01859,0.020231,,1.033797,0.020966,0.993509,1.075718
14700,TUTI,1997,107,249,53,302,36,213,,0.457255,0.04973,0.362586,0.555113,,0.490295,0.067388,0.361847,0.620035,,0.440216,0.01778,0.405716,0.475304,-0.03514,0.022469,-0.07918,0.008894,,0.436272,0.017563,0.402206,0.470949,,0.323317,0.030005,0.267494,0.384671,,0.324052,0.02974,0.268681,0.38483,,0.288036,0.019723,0.250969,0.328179,,0.928636,0.143945,0.685331,1.258317,,0.810838,0.131276,0.590365,1.113647,,1.032462,0.025333,0.983984,1.083328,0.000819,0.009904,-0.01859,0.020231,,1.033797,0.020966,0.993509,1.075718
14700,TUTI,1998,106,229,63,292,21,208,,0.436258,0.039966,0.360113,0.515531,,0.440711,0.061794,0.325269,0.562939,,0.431575,0.017511,0.397632,0.466172,-0.03514,0.022469,-0.07918,0.008894,,0.436272,0.017563,0.402206,0.470949,,0.29817,0.029238,0.244183,0.358433,,0.298381,0.029367,0.244168,0.358916,,0.288036,0.019723,0.250969,0.328179,,1.093938,0.150753,0.835002,1.433169,,1.16169,0.197733,0.832152,1.621726,,1.033308,0.021448,0.992114,1.076214,0.000819,0.009904,-0.01859,0.020231,,1.033797,0.020966,0.993509,1.075718
14700,TUTI,1999,110,253,49,302,28,225,,0.381646,0.070941,0.255068,0.526631,,0.298516,0.048413,0.212901,0.401017,,0.422976,0.018897,0.386434,0.460379,-0.03514,0.022469,-0.07918,0.008894,,0.436272,0.017563,0.402206,0.470949,,0.28686,0.027144,0.236719,0.342852,,0.286836,0.027277,0.236465,0.343115,,0.288036,0.019723,0.250969,0.328179,,1.089649,0.195431,0.766687,1.548654,,1.152318,0.270546,0.72731,1.82568,,1.034161,0.022053,0.991826,1.078302,0.000819,0.009904,-0.01859,0.020231,,1.033797,0.020966,0.993509,1.075718
14700,TUTI,2000,105,257,36,293,25,232,,0.425604,0.039911,0.349826,0.505046,,0.427721,0.059002,0.317862,0.5452,,0.414424,0.021575,0.372861,0.457241,-0.03514,0.022469,-0.07918,0.008894,,0.436272,0.017563,0.402206,0.470949,,0.257095,0.025849,0.209757,0.310913,,0.25645,0.025566,0.209607,0.30966,,0.288036,0.019723,0.250969,0.328179,,1.013115,0.142763,0.768615,1.335391,,0.989493,0.204096,0.660445,1.482477,,1.03502,0.026891,0.983631,1.089092,0.000819,0.009904,-0.01859,0.020231,,1.033797,0.020966,0.993509,1.075718
14700,TUTI,2001,129,327,51,378,35,292,,0.426908,0.052904,0.327765,0.532293,,0.439412,0.078832,0.295087,0.594766,,0.405925,0.025088,0.35784,0.455884,-0.03514,0.022469,-0.07918,0.008894,,0.436272,0.017563,0.402206,0.470949,,0.295481,0.029279,0.24148,0.355893,,0.295636,0.029425,0.24138,0.35636,,0.288036,0.019723,0.250969,0.328179,,1.134777,0.230389,0.762238,1.68939,,1.247645,0.296566,0.782989,1.988045,,1.035886,0.034247,0.97089,1.105232,0.000819,0.009904,-0.01859,0.020231,,1.033797,0.020966,0.993509,1.075718
14700,TUTI,2002,120,333,55,388,51,282,,0.425456,0.054509,0.323553,0.53411,,0.443458,0.077235,0.301427,0.595375,,0.397484,0.029089,0.342081,0.455645,-0.03514,0.022469,-0.07918,0.008894,,0.436272,0.017563,0.402206,0.470949,,0.295718,0.031996,0.237056,0.362008,,0.295878,0.032182,0.236895,0.36257,,0.288036,0.019723,0.250969,0.328179,,0.905422,0.167809,0.629633,1.302009,,0.760212,0.137999,0.532617,1.085059,,1.036758,0.042871,0.956045,1.124284,0.000819,0.009904,-0.01859,0.020231,,1.033797,0.020966,0.993509,1.075718
14700,TUTI,2003,90,243,42,285,20,223,,0.426358,0.084204,0.274575,0.593409,,0.453929,0.126714,0.23384,0.693628,,0.389106,0.033358,0.326044,0.45611,-0.03514,0.022469,-0.07918,0.008894,,0.436272,0.017563,0.402206,0.470949,,0.243624,0.031478,0.187287,0.310435,,0.242698,0.031007,0.187154,0.308471,,0.288036,0.019723,0.250969,0.328179,,1.060978,0.25258,0.665368,1.691803,,1.090353,0.364253,0.566502,2.098613,,1.037636,0.052162,0.940273,1.14508,0.000819,0.009904,-0.01859,0.020231,,1.033797,0.020966,0.993509,1.075718
14700,TUTI,2004,75,180,29,209,15,165,,0.359649,0.081578,0.219056,0.529314,,0.278145,0.070365,0.162386,0.433698,,0.380796,0.03776,0.310014,0.457033,-0.03514,0.022469,-0.07918,0.008894,,0.436272,0.017563,0.402206,0.470949,,0.175434,0.030716,0.123057,0.243902,,0.173086,0.026176,0.127597,0.230506,,0.288036,0.019723,0.250969,0.328179,,1.182574,0.353071,0.658699,2.123094,,1.348359,0.459685,0.691204,2.630296,,1.038521,0.06184,0.924118,1.167085,0.000819,0.009904,-0.01859,0.020231,,1.033797,0.020966,0.993509,1.075718
14700,TUTI,2005,76,178,14,192,16,162,,0.428701,0.099067,0.253512,0.623788,,0.476156,0.140638,0.231374,0.732955,,0.372557,0.042211,0.294174,0.458263,-0.03514,0.022469,-0.07918,0.008894,,0.436272,0.017563,0.402206,0.470949,,0.165251,0.034486,0.10816,0.244223,,0.16269,0.029749,0.112406,0.229648,,0.288036,0.019723,0.250969,0.328179,,0.927704,0.243802,0.554253,1.552782,,0.806726,0.310886,0.379047,1.716953,,1.039413,0.071768,0.907849,1.190042,0.000819,0.009904,-0.01859,0.020231,,1.033797,0.020966,0.993509,1.075718
14700,TUTI,2006,73,202,27,229,27,175,X,0,0,0,0,X,0,0,0,0,X,0,0,0,0,0,0,0,0,X,0,0,0,0,,0.200476,0.094374,0.073281,0.442925,,0.198651,0.09445,0.071913,0.442299,,0.288036,0.019723,0.250969,0.328179,X,0,0,0,0,X,0,0,0,0,X,0,0,0,0,0,0,0,0,X,0,0,0,0
14710,BCTI,1992,2,4,0,4,0,4,,0.518289,0.080398,0.364015,0.669154,V,0.936747,0.213628,0.012476,0.999942,,0.55782,0.100027,0.362964,0.736365,-0.0418,0.05823,-0.15593,0.072326,,0.494529,0.053022,0.392306,0.597211,,0.298154,0.276597,0.030863,0.850003,,0.797176,0.372367,0.041281,0.99722,,0.195105,0.04036,0.12776,0.286298,,1.020933,0.211413,0.680342,1.532027,N,0.551752,0.423939,0.12238,2.487581,,1.144694,0.186099,0.832342,1.57426,-0.01634,0.019245,-0.05406,0.021378,,0.998714,0.049216,0.906761,1.09999
14710,BCTI,1993,1,2,1,3,0,2,,0.51438,0.073271,0.373462,0.653047,V,0.105327,0.307058,0.000198,0.985898,,0.547565,0.088436,0.375465,0.708995,-0.0418,0.05823,-0.15593,0.072326,,0.494529,0.053022,0.392306,0.597211,,0.266721,0.235535,0.033191,0.793979,,0.613525,0.413677,0.04939,0.9798,,0.195105,0.04036,0.12776,0.286298,,1.089165,0.368237,0.561441,2.11292,,1.728003,1.210199,0.437923,6.818529,,1.124448,0.161478,0.848591,1.489979,-0.01634,0.019245,-0.05406,0.021378,,0.998714,0.049216,0.906761,1.09999
